,Identifier,Type,Author,Year,Title,Journal,DOI,Include,Sample_size_quickdirty,Sample size,Sample_type,Developmental period,Category,Phenotype,Tissue,Multiple_tissue,Array,Multiple_array,Selecting_CpGs,Method,"Training, test, validation",Number of CpGs,Effect size phenotype,Coined,Link,Date2,Short Title,Abstract,URL,Date
686,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Psychiatric,Depression,Dried bloodspot,,WGBS,,trauma-related sites to depression (whole blood specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),25000,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-5",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
687,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Psychiatric,Externalizing behavior,Dried bloodspot,,WGBS,,trauma-related sites to externalzing (cd15 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-8",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
688,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Psychiatric,Externalizing behavior,Dried bloodspot,,WGBS,,trauma-related sites to externalzing (cd19 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-9",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
689,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Disease,Health problems,Dried bloodspot,,WGBS,,trauma-related sites to health problems (cd14 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-14",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
690,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Disease,Health problems,Dried bloodspot,,WGBS,,trauma-related sites to health problems (cd19 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-15",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
691,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Disease,Health problems,Dried bloodspot,,WGBS,,trauma-related sites to health problems (whole blood specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-13",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
692,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Lifestyle,Smoking,Dried bloodspot,,WGBS,,trauma-related sites to nicotine (cd15 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,auc = 0.629,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-10",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
693,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Environmental exposure,Poverty,Dried bloodspot,,WGBS,,trauma-related sites to poverty (cd14 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),2500,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-17",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
694,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Environmental exposure,Poverty,Dried bloodspot,,WGBS,,trauma-related sites to poverty (whole blood specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),100,not available,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-17",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
695,168,Journal Article,C. van den Oord; W. E. Copeland; M. Zhao; L. Y. Xie; K. A. Aberg; E. van den Oord,2022,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,Mol Psychiatry,10.1038/s41380-022-01597-5,Yes,489.0,489.0,population-based,Late childhood,Environmental exposure,Social problems,Dried bloodspot,,WGBS,,trauma-related sites to social problems (cd14 specific),"75.000 sites were selected as being associated with childhood trauma, use elastic net with 10-fold cross-validation to predict adult outcomes",in-sample replication (splitting sample & then test/train & then swap to make optimal use of the data - 10-fold cross-validation),5000,auc = 0.535,Not coined,"http://dx.doi.org/10.1038/s41380-022-01597-5_x000D_
http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?holding=inleurlib_fft&cmd=Retrieve&db=PubMed&dopt=Citation&list_uids=35546634_x000D_
https://ovidsp.ovid.com/ovidweb.cgi?T=JS&CSC=Y&NEWS=N&PAGE=fulltext&D=med22&DO=10.1038%2fs41380-022-01597-16",2022-08-13,DNA methylation signatures of childhood trauma predict psychiatric disorders and other adverse outcomes 17 years after exposure,"Childhood trauma is robustly linked to a broad range of adverse outcomes with consequences persisting far into adulthood. We conducted a prospective longitudinal study to predict psychiatric disorders and other adverse outcomes from trauma-related methylation changes 16.9 years after trauma exposure in childhood. Methylation was assayed using a sequencing-based approach that provides near-complete coverage of all 28 million sites in the blood methylome. Methylation data involved 673 assays from 489 participants aged 13.6 years (SD = 1.9) with outcomes measures collected at age 30.4 (SD = 2.26). For a subset of 303 participants we also generated methylation data in adulthood. Trauma-related methylation risk scores (MRSs) significantly predicted adult depression, externalizing problems, nicotine dependence, alcohol use disorder, serious medical problems, social problems and poverty. The predictive power of the MRSs was higher than that of reported trauma and could not be explained by the reported trauma, correlations with demographic variables, or a continuity of the predicted health problems from childhood to adulthood. Rather than measuring the occurrence of traumatic events, the MRSs seemed to capture the subject-specific impact of trauma. The majority of predictive sites did not remain associated with the outcomes suggesting the signatures of trauma do not become biologically embedded in the blood methylome. Instead, the long-term effects of trauma therefore seemed more consistent with a developmental mechanism where the initial subject-specific impacts of trauma are magnified over time. The MRSs have the potential to be a novel clinical biomarker for the assessment of trauma-related health risks. Copyright © 2022. The Author(s), under exclusive licence to Springer Nature Limited.",http://dx.doi.org/10.1038/s41380-022-01597-5,2022-08-13
696,169,Journal Article,L. van der Laan; K. Karimi; K. Rooney; P. Lauffer; H. McConkey; P. Caro; R. Relator; M. A. Levy; P. Bhai; C. Mignot; B. Keren; S. Briuglia; A. K. Sobering; D. Li; L. E. L. M. Vissers; A. J. M. Dingemans; I. Valenzuela; E. A. Verberne; M. Misra-Isrie; P. J. G. Zwijnenburg; Q. Waisfisz; M. Alders; S. Sailer; C. P. Schaaf; M. M. A. M. Mannens; B. Sadikovic; M. M. van Haelst; P. Henneman,2024,"DNA methylation episignature, extension of the clinical features, and comparative epigenomic profiling of Hao-Fountain syndrome caused by variants in USP7",Gen Med,10.1016/j.gim.2023.101050,Yes,108.0,108.0,Case control,Childhood and adolescence,Syndrome,Hao-Fountain syndrome (HAFOUS),Peripheral blood,,EPICv1,,,"support vector machine with CpGs - retaining those with highest methylation difference, then keeping the ones with higher AUC, then removing those with high pairwise correlation","cases: 12 samples for discovery, 6 for validation; controls 5:1 . SVM was trained on 75/25% of the sample with 14 cases and 56 matched controls + 75% of other controls and 75% of cases; The remaining 25% of controls and 25% of cases from the EKD were used as testing set.",203,"specific and sensitive, no number were mentioned",Hao-Fountain syndrome episignature,"https://www.embase.com/search/results?subaction=viewrecord&id=L2029917900&from=export_x000D_
http://dx.doi.org/10.1016/j.gim.2023.101050",2024-02-07,"DNA methylation episignature, extension of the clinical features, and comparative epigenomic profiling of Hao-Fountain syndrome caused by variants in USP7","Purpose: Hao-Fountain syndrome (HAFOUS) is a neurodevelopmental disorder caused by pathogenic variants in USP7. HAFOUS is characterized by developmental delay, intellectual disability, speech delay, behavioral abnormalities, autism spectrum disorder, seizures, hypogonadism, and mild dysmorphic features. We investigated the phenotype of 18 participants with HAFOUS and performed DNA methylation (DNAm) analysis, aiming to generate a diagnostic biomarker. Furthermore, we performed comparative analysis with known episignatures to gain more insight into the molecular pathophysiology of HAFOUS. Methods: We assessed genomic DNAm profiles of 18 individuals with pathogenic variants and variants of uncertain significance (VUS) in USP7 to map and validate a specific episignature. The comparison between the USP7 cohort and 56 rare genetic disorders with earlier reported DNAm episignatures was performed with statistical and functional correlation. Results: We mapped a sensitive and specific DNAm episignature for pathogenic variants in USP7 and utilized this to reclassify the VUS. Comparative epigenomic analysis showed evidence of HAFOUS similarity to a number of other rare genetic episignature disorders. Conclusion: We discovered a sensitive and specific DNAm episignature as a robust diagnostic biomarker for HAFOUS that enables VUS reclassification in USP7. We also expand the phenotypic spectrum of 9 new and 5 previously reported individuals with HAFOUS.",https://www.embase.com/search/results?subaction=viewrecord&id=L2029917900&from=export,2024-02-07
